2025-10-24 23:38:45 | helios | INFO | <module>:39 | 🚀 Starting Helios initialization...
2025-10-24 23:48:28 | helios | INFO | query_agent:195 | ✅ Query completed successfully in 2.19s
2025-10-24 23:48:48 | helios | INFO | query_agent:148 | 📥 New query received: 'Show me titanium alloys...'
2025-10-24 23:48:50 | helios | INFO | log_query_metrics:75 | Query Metrics | Status: SUCCESS | Response Time: 2.28s | Sources: 4 | Query: 'Show me titanium alloys...'
2025-10-24 23:48:50 | helios | INFO | query_agent:195 | ✅ Query completed successfully in 2.28s
2025-10-24 23:49:03 | helios | INFO | query_agent:148 | 📥 New query received: 'What ceramics are in your database?...'
2025-10-24 23:49:06 | helios | INFO | log_query_metrics:75 | Query Metrics | Status: SUCCESS | Response Time: 2.63s | Sources: 4 | Query: 'What ceramics are in your database?...'
2025-10-24 23:49:06 | helios | INFO | query_agent:195 | ✅ Query completed successfully in 2.63s
2025-10-24 23:49:25 | helios | INFO | query_agent:148 | 📥 New query received: 'Find materials with density less than 2 g/cc...'
2025-10-24 23:49:28 | helios | INFO | log_query_metrics:75 | Query Metrics | Status: SUCCESS | Response Time: 2.49s | Sources: 4 | Query: 'Find materials with density less than 2 g/cc...'
2025-10-24 23:49:28 | helios | INFO | query_agent:195 | ✅ Query completed successfully in 2.49s
2025-10-25 16:44:12 | helios | INFO | shutdown_event:270 | 🛑 Helios API server shutting down
2025-10-25 16:44:14 | helios | INFO | <module>:39 | 🚀 Starting Helios V2 initialization...
2025-10-25 16:44:14 | helios | INFO | <module>:45 | ✅ OpenAI API key found
2025-10-25 16:44:14 | helios | ERROR | <module>:54 | ❌ materials_database.json not found! Using empty database.
2025-10-25 16:44:14 | helios | INFO | <module>:62 | Loading embedding model...
2025-10-25 16:44:19 | helios | INFO | <module>:64 | ✅ Embedding model loaded
2025-10-25 16:44:19 | helios | INFO | <module>:66 | Loading vector store from db/...
2025-10-25 16:44:19 | helios | INFO | <module>:68 | ✅ Vector store loaded
2025-10-25 16:44:19 | helios | INFO | <module>:70 | Initializing LLM...
2025-10-25 16:44:19 | helios | INFO | <module>:72 | ✅ LLM initialized
2025-10-25 16:44:19 | helios | INFO | <module>:80 | Setting up self-query retriever...
2025-10-25 16:44:20 | helios | INFO | <module>:103 | ✅ Self-query retriever configured
2025-10-25 16:44:20 | helios | INFO | <module>:111 | Building RAG chain...
2025-10-25 16:44:20 | helios | INFO | <module>:129 | ✅ RAG chain built successfully
2025-10-25 16:44:20 | helios | INFO | <module>:135 | 🎉 Helios V2 Core Logic Initialized. The Agent is online and ready.
2025-10-25 16:44:20 | helios | INFO | startup_event:304 | 🌟 Helios V2 API server started successfully
2025-10-25 16:44:20 | helios | INFO | startup_event:305 | 📊 0 materials loaded and ready
2025-10-25 16:44:20 | helios | INFO | shutdown_event:310 | 🛑 Helios V2 API server shutting down
2025-10-25 16:44:21 | helios | INFO | <module>:39 | 🚀 Starting Helios V2 initialization...
2025-10-25 16:44:21 | helios | INFO | <module>:45 | ✅ OpenAI API key found
2025-10-25 16:44:21 | helios | ERROR | <module>:54 | ❌ materials_database.json not found! Using empty database.
2025-10-25 16:44:21 | helios | INFO | <module>:62 | Loading embedding model...
2025-10-25 16:44:25 | helios | INFO | <module>:64 | ✅ Embedding model loaded
2025-10-25 16:44:25 | helios | INFO | <module>:66 | Loading vector store from db/...
2025-10-25 16:44:25 | helios | INFO | <module>:68 | ✅ Vector store loaded
2025-10-25 16:44:25 | helios | INFO | <module>:70 | Initializing LLM...
2025-10-25 16:44:25 | helios | INFO | <module>:72 | ✅ LLM initialized
2025-10-25 16:44:25 | helios | INFO | <module>:80 | Setting up self-query retriever...
2025-10-25 16:44:26 | helios | INFO | <module>:103 | ✅ Self-query retriever configured
2025-10-25 16:44:26 | helios | INFO | <module>:111 | Building RAG chain...
2025-10-25 16:44:26 | helios | INFO | <module>:129 | ✅ RAG chain built successfully
2025-10-25 16:44:26 | helios | INFO | <module>:135 | 🎉 Helios V2 Core Logic Initialized. The Agent is online and ready.
2025-10-25 16:44:26 | helios | INFO | startup_event:304 | 🌟 Helios V2 API server started successfully
2025-10-25 16:44:26 | helios | INFO | startup_event:305 | 📊 0 materials loaded and ready
2025-10-25 16:45:16 | helios | INFO | shutdown_event:310 | 🛑 Helios V2 API server shutting down
2025-10-25 16:45:17 | helios | INFO | <module>:39 | 🚀 Starting Helios V2 initialization...
2025-10-25 16:45:17 | helios | INFO | <module>:45 | ✅ OpenAI API key found
2025-10-25 16:45:17 | helios | ERROR | <module>:54 | ❌ materials_database.json not found! Using empty database.
2025-10-25 16:45:17 | helios | INFO | <module>:62 | Loading embedding model...
2025-10-25 16:45:21 | helios | INFO | <module>:64 | ✅ Embedding model loaded
2025-10-25 16:45:21 | helios | INFO | <module>:66 | Loading vector store from db/...
2025-10-25 16:45:21 | helios | INFO | <module>:68 | ✅ Vector store loaded
2025-10-25 16:45:21 | helios | INFO | <module>:70 | Initializing LLM...
2025-10-25 16:45:22 | helios | INFO | <module>:72 | ✅ LLM initialized
2025-10-25 16:45:22 | helios | INFO | <module>:80 | Setting up self-query retriever...
2025-10-25 16:45:22 | helios | INFO | <module>:103 | ✅ Self-query retriever configured
2025-10-25 16:45:22 | helios | INFO | <module>:111 | Building RAG chain...
2025-10-25 16:45:22 | helios | INFO | <module>:129 | ✅ RAG chain built successfully
2025-10-25 16:45:22 | helios | INFO | <module>:135 | 🎉 Helios V2 Core Logic Initialized. The Agent is online and ready.
2025-10-25 16:45:22 | helios | INFO | startup_event:304 | 🌟 Helios V2 API server started successfully
2025-10-25 16:45:22 | helios | INFO | startup_event:305 | 📊 0 materials loaded and ready
2025-10-25 16:45:23 | helios | INFO | <module>:39 | 🚀 Starting Helios V2 initialization...
2025-10-25 16:45:23 | helios | INFO | <module>:45 | ✅ OpenAI API key found
2025-10-25 16:45:23 | helios | ERROR | <module>:54 | ❌ materials_database.json not found! Using empty database.
2025-10-25 16:45:23 | helios | INFO | <module>:62 | Loading embedding model...
2025-10-25 16:45:27 | helios | INFO | <module>:64 | ✅ Embedding model loaded
2025-10-25 16:45:27 | helios | INFO | <module>:66 | Loading vector store from db/...
2025-10-25 16:45:27 | helios | INFO | <module>:68 | ✅ Vector store loaded
2025-10-25 16:45:27 | helios | INFO | <module>:70 | Initializing LLM...
2025-10-25 16:45:27 | helios | INFO | <module>:72 | ✅ LLM initialized
2025-10-25 16:45:27 | helios | INFO | <module>:80 | Setting up self-query retriever...
2025-10-25 16:45:27 | helios | INFO | <module>:103 | ✅ Self-query retriever configured
2025-10-25 16:45:27 | helios | INFO | <module>:111 | Building RAG chain...
2025-10-25 16:45:27 | helios | INFO | <module>:129 | ✅ RAG chain built successfully
2025-10-25 16:45:27 | helios | INFO | <module>:135 | 🎉 Helios V2 Core Logic Initialized. The Agent is online and ready.
2025-10-25 16:45:27 | helios | INFO | startup_event:304 | 🌟 Helios V2 API server started successfully
2025-10-25 16:45:27 | helios | INFO | startup_event:305 | 📊 0 materials loaded and ready
2025-10-25 16:45:28 | helios | INFO | <module>:39 | 🚀 Starting Helios V2 initialization...
2025-10-25 16:45:28 | helios | INFO | <module>:45 | ✅ OpenAI API key found
2025-10-25 16:45:28 | helios | ERROR | <module>:54 | ❌ materials_database.json not found! Using empty database.
2025-10-25 16:45:28 | helios | INFO | <module>:62 | Loading embedding model...
2025-10-25 16:45:32 | helios | INFO | <module>:64 | ✅ Embedding model loaded
2025-10-25 16:45:32 | helios | INFO | <module>:66 | Loading vector store from db/...
2025-10-25 16:45:32 | helios | INFO | <module>:68 | ✅ Vector store loaded
2025-10-25 16:45:32 | helios | INFO | <module>:70 | Initializing LLM...
2025-10-25 16:45:32 | helios | INFO | <module>:72 | ✅ LLM initialized
2025-10-25 16:45:32 | helios | INFO | <module>:80 | Setting up self-query retriever...
2025-10-25 16:45:32 | helios | INFO | <module>:103 | ✅ Self-query retriever configured
2025-10-25 16:45:32 | helios | INFO | <module>:111 | Building RAG chain...
2025-10-25 16:45:32 | helios | INFO | <module>:129 | ✅ RAG chain built successfully
2025-10-25 16:45:32 | helios | INFO | <module>:135 | 🎉 Helios V2 Core Logic Initialized. The Agent is online and ready.
2025-10-25 16:45:32 | helios | INFO | startup_event:304 | 🌟 Helios V2 API server started successfully
2025-10-25 16:45:32 | helios | INFO | startup_event:305 | 📊 0 materials loaded and ready
2025-10-25 16:45:52 | helios | INFO | shutdown_event:310 | 🛑 Helios V2 API server shutting down
2025-10-25 16:45:53 | helios | INFO | <module>:39 | 🚀 Starting Helios V2 initialization...
2025-10-25 16:45:53 | helios | INFO | <module>:45 | ✅ OpenAI API key found
2025-10-25 16:45:53 | helios | ERROR | <module>:54 | ❌ materials_database.json not found! Using empty database.
2025-10-25 16:45:53 | helios | INFO | <module>:62 | Loading embedding model...
2025-10-25 16:45:58 | helios | INFO | <module>:64 | ✅ Embedding model loaded
2025-10-25 16:45:58 | helios | INFO | <module>:66 | Loading vector store from db/...
2025-10-25 16:45:58 | helios | INFO | <module>:68 | ✅ Vector store loaded
2025-10-25 16:45:58 | helios | INFO | <module>:70 | Initializing LLM...
2025-10-25 16:45:58 | helios | INFO | <module>:72 | ✅ LLM initialized
2025-10-25 16:45:58 | helios | INFO | <module>:80 | Setting up self-query retriever...
2025-10-25 16:45:59 | helios | INFO | <module>:103 | ✅ Self-query retriever configured
2025-10-25 16:45:59 | helios | INFO | <module>:111 | Building RAG chain...
2025-10-25 16:45:59 | helios | INFO | <module>:129 | ✅ RAG chain built successfully
2025-10-25 16:45:59 | helios | INFO | <module>:135 | 🎉 Helios V2 Core Logic Initialized. The Agent is online and ready.
2025-10-25 16:45:59 | helios | INFO | startup_event:304 | 🌟 Helios V2 API server started successfully
2025-10-25 16:45:59 | helios | INFO | startup_event:305 | 📊 0 materials loaded and ready
2025-10-25 16:45:59 | helios | INFO | <module>:39 | 🚀 Starting Helios V2 initialization...
2025-10-25 16:45:59 | helios | INFO | <module>:45 | ✅ OpenAI API key found
2025-10-25 16:45:59 | helios | ERROR | <module>:54 | ❌ materials_database.json not found! Using empty database.
2025-10-25 16:45:59 | helios | INFO | <module>:62 | Loading embedding model...
2025-10-25 16:46:03 | helios | INFO | <module>:64 | ✅ Embedding model loaded
2025-10-25 16:46:03 | helios | INFO | <module>:66 | Loading vector store from db/...
2025-10-25 16:46:03 | helios | INFO | <module>:68 | ✅ Vector store loaded
2025-10-25 16:46:03 | helios | INFO | <module>:70 | Initializing LLM...
2025-10-25 16:46:03 | helios | INFO | <module>:72 | ✅ LLM initialized
2025-10-25 16:46:03 | helios | INFO | <module>:80 | Setting up self-query retriever...
2025-10-25 16:46:04 | helios | INFO | <module>:103 | ✅ Self-query retriever configured
2025-10-25 16:46:04 | helios | INFO | <module>:111 | Building RAG chain...
2025-10-25 16:46:04 | helios | INFO | <module>:129 | ✅ RAG chain built successfully
2025-10-25 16:46:04 | helios | INFO | <module>:135 | 🎉 Helios V2 Core Logic Initialized. The Agent is online and ready.
2025-10-25 16:46:04 | helios | INFO | startup_event:304 | 🌟 Helios V2 API server started successfully
2025-10-25 16:46:04 | helios | INFO | startup_event:305 | 📊 0 materials loaded and ready
2025-10-25 16:46:05 | helios | INFO | <module>:39 | 🚀 Starting Helios V2 initialization...
2025-10-25 16:46:05 | helios | INFO | <module>:45 | ✅ OpenAI API key found
2025-10-25 16:46:05 | helios | ERROR | <module>:54 | ❌ materials_database.json not found! Using empty database.
2025-10-25 16:46:05 | helios | INFO | <module>:62 | Loading embedding model...
2025-10-25 16:46:08 | helios | INFO | <module>:64 | ✅ Embedding model loaded
2025-10-25 16:46:08 | helios | INFO | <module>:66 | Loading vector store from db/...
2025-10-25 16:46:09 | helios | INFO | <module>:68 | ✅ Vector store loaded
2025-10-25 16:46:09 | helios | INFO | <module>:70 | Initializing LLM...
2025-10-25 16:46:09 | helios | INFO | <module>:72 | ✅ LLM initialized
2025-10-25 16:46:09 | helios | INFO | <module>:80 | Setting up self-query retriever...
2025-10-25 16:46:09 | helios | INFO | <module>:103 | ✅ Self-query retriever configured
2025-10-25 16:46:09 | helios | INFO | <module>:111 | Building RAG chain...
2025-10-25 16:46:09 | helios | INFO | <module>:129 | ✅ RAG chain built successfully
2025-10-25 16:46:09 | helios | INFO | <module>:135 | 🎉 Helios V2 Core Logic Initialized. The Agent is online and ready.
2025-10-25 16:46:09 | helios | INFO | startup_event:304 | 🌟 Helios V2 API server started successfully
2025-10-25 16:46:09 | helios | INFO | startup_event:305 | 📊 0 materials loaded and ready
2025-10-25 19:06:37 | helios | INFO | shutdown_event:310 | 🛑 Helios V2 API server shutting down
2025-10-25 19:10:01 | helios | INFO | <module>:39 | 🚀 Starting Helios V2 initialization...
2025-10-25 19:10:01 | helios | INFO | <module>:45 | ✅ OpenAI API key found
2025-10-25 19:10:01 | helios | INFO | <module>:52 | ✅ Loaded unified materials database: 72 materials
2025-10-25 19:10:01 | helios | INFO | <module>:62 | Loading embedding model...
2025-10-25 19:10:06 | helios | INFO | <module>:64 | ✅ Embedding model loaded
2025-10-25 19:10:06 | helios | INFO | <module>:66 | Loading vector store from db/...
2025-10-25 19:10:07 | helios | INFO | <module>:68 | ✅ Vector store loaded
2025-10-25 19:10:07 | helios | INFO | <module>:70 | Initializing LLM...
2025-10-25 19:10:07 | helios | INFO | <module>:72 | ✅ LLM initialized
2025-10-25 19:10:07 | helios | INFO | <module>:80 | Setting up self-query retriever...
2025-10-25 19:10:07 | helios | INFO | <module>:103 | ✅ Self-query retriever configured
2025-10-25 19:10:07 | helios | INFO | <module>:111 | Building RAG chain...
2025-10-25 19:10:07 | helios | INFO | <module>:129 | ✅ RAG chain built successfully
2025-10-25 19:10:07 | helios | INFO | <module>:135 | 🎉 Helios V2 Core Logic Initialized. The Agent is online and ready.
2025-10-25 19:10:07 | helios | INFO | startup_event:304 | 🌟 Helios V2 API server started successfully
2025-10-25 19:10:07 | helios | INFO | startup_event:305 | 📊 72 materials loaded and ready
2025-10-25 19:10:24 | helios | INFO | query_agent:156 | 📥 New query received: 'tell me about aluminium...'
2025-10-25 19:10:31 | helios | INFO | log_query_metrics:75 | Query Metrics | Status: SUCCESS | Response Time: 6.91s | Sources: 4 | Query: 'tell me about aluminium...'
2025-10-25 19:10:31 | helios | INFO | query_agent:203 | ✅ Query completed successfully in 6.91s
2025-10-25 19:16:26 | helios | INFO | shutdown_event:310 | 🛑 Helios V2 API server shutting down
2025-10-25 19:19:08 | helios | INFO | <module>:39 | 🚀 Starting Helios V2 initialization...
2025-10-25 19:19:08 | helios | INFO | <module>:45 | ✅ OpenAI API key found
2025-10-25 19:19:08 | helios | INFO | <module>:52 | ✅ Loaded unified materials database: 72 materials
2025-10-25 19:19:08 | helios | INFO | <module>:62 | Loading embedding model...
2025-10-25 19:19:13 | helios | INFO | <module>:64 | ✅ Embedding model loaded
2025-10-25 19:19:14 | helios | INFO | <module>:66 | Loading vector store from db/...
2025-10-25 19:19:14 | helios | INFO | <module>:68 | ✅ Vector store loaded
2025-10-25 19:19:14 | helios | INFO | <module>:70 | Initializing LLM...
2025-10-25 19:19:14 | helios | INFO | <module>:72 | ✅ LLM initialized
2025-10-25 19:19:14 | helios | INFO | <module>:80 | Setting up self-query retriever...
2025-10-25 19:19:14 | helios | INFO | <module>:103 | ✅ Self-query retriever configured
2025-10-25 19:19:14 | helios | INFO | <module>:111 | Building RAG chain...
2025-10-25 19:19:14 | helios | INFO | <module>:129 | ✅ RAG chain built successfully
2025-10-25 19:19:14 | helios | INFO | <module>:135 | 🎉 Helios V2 Core Logic Initialized. The Agent is online and ready.
2025-10-25 19:19:14 | helios | INFO | startup_event:304 | 🌟 Helios V2 API server started successfully
2025-10-25 19:19:14 | helios | INFO | startup_event:305 | 📊 72 materials loaded and ready
2025-10-25 19:19:28 | helios | INFO | query_agent:156 | 📥 New query received: 'what is peek material?...'
2025-10-25 19:19:31 | helios | INFO | log_query_metrics:75 | Query Metrics | Status: SUCCESS | Response Time: 2.74s | Sources: 4 | Query: 'what is peek material?...'
2025-10-25 19:19:31 | helios | INFO | query_agent:203 | ✅ Query completed successfully in 2.74s
2025-10-25 22:04:45 | helios | INFO | shutdown_event:310 | 🛑 Helios V2 API server shutting down
2025-10-25 22:21:15 | helios | INFO | <module>:41 | 🚀 Starting Helios V2 initialization...
2025-10-25 22:21:15 | helios | INFO | <module>:42 | Environment: development
2025-10-25 22:21:15 | helios | INFO | <module>:49 | ✅ OpenAI API key loaded from environment
2025-10-25 22:21:15 | helios | INFO | <module>:53 | ✅ LangSmith tracing enabled
2025-10-25 22:21:15 | helios | INFO | <module>:62 | ✅ Loaded unified materials database: 72 materials
2025-10-25 22:21:15 | helios | INFO | <module>:72 | Loading embedding model...
2025-10-25 22:21:20 | helios | INFO | <module>:74 | ✅ Embedding model loaded
2025-10-25 22:21:20 | helios | INFO | <module>:76 | Loading vector store from db/...
2025-10-25 22:21:21 | helios | INFO | <module>:78 | ✅ Vector store loaded
2025-10-25 22:21:21 | helios | INFO | <module>:80 | Initializing LLM...
2025-10-25 22:21:21 | helios | INFO | <module>:82 | ✅ LLM initialized
2025-10-25 22:21:21 | helios | INFO | <module>:90 | Setting up self-query retriever...
2025-10-25 22:21:21 | helios | INFO | <module>:113 | ✅ Self-query retriever configured
2025-10-25 22:21:21 | helios | INFO | <module>:121 | Building RAG chain...
2025-10-25 22:21:21 | helios | INFO | <module>:139 | ✅ RAG chain built successfully
2025-10-25 22:21:21 | helios | INFO | <module>:145 | 🎉 Helios V2 Core Logic Initialized. The Agent is online and ready.
2025-10-25 22:21:21 | helios | INFO | startup_event:314 | 🌟 Helios V2 API server started successfully
2025-10-25 22:21:21 | helios | INFO | startup_event:315 | 📊 72 materials loaded and ready
2025-10-25 22:21:21 | helios | INFO | startup_event:316 | 🔧 Environment: development
2025-10-25 22:22:02 | helios | INFO | query_agent:166 | 📥 New query received: 'what is the peek material...'
2025-10-25 22:22:11 | helios | INFO | log_query_metrics:75 | Query Metrics | Status: SUCCESS | Response Time: 9.53s | Sources: 4 | Query: 'what is the peek material...'
2025-10-25 22:22:11 | helios | INFO | query_agent:213 | ✅ Query completed successfully in 9.53s
2025-10-25 22:28:29 | helios | INFO | shutdown_event:321 | 🛑 Helios V2 API server shutting down
2025-10-25 22:28:30 | helios | INFO | <module>:41 | 🚀 Starting Helios V2 initialization...
2025-10-25 22:28:30 | helios | INFO | <module>:42 | Environment: development
2025-10-25 22:28:30 | helios | INFO | <module>:49 | ✅ OpenAI API key loaded from environment
2025-10-25 22:28:30 | helios | INFO | <module>:53 | ✅ LangSmith tracing enabled
2025-10-25 22:28:30 | helios | INFO | <module>:62 | ✅ Loaded unified materials database: 72 materials
2025-10-25 22:28:30 | helios | INFO | <module>:72 | Loading embedding model...
2025-10-25 22:28:35 | helios | INFO | <module>:74 | ✅ Embedding model loaded
2025-10-25 22:28:35 | helios | INFO | <module>:76 | Loading vector store from db/...
2025-10-25 22:28:35 | helios | INFO | <module>:78 | ✅ Vector store loaded
2025-10-25 22:28:35 | helios | INFO | <module>:80 | Initializing LLM...
2025-10-25 22:28:36 | helios | INFO | <module>:82 | ✅ LLM initialized
2025-10-25 22:28:36 | helios | INFO | <module>:90 | Setting up self-query retriever...
2025-10-25 22:28:36 | helios | INFO | <module>:113 | ✅ Self-query retriever configured
2025-10-25 22:28:36 | helios | INFO | <module>:121 | Building RAG chain...
2025-10-25 22:28:36 | helios | INFO | <module>:139 | ✅ RAG chain built successfully
2025-10-25 22:28:36 | helios | INFO | <module>:145 | 🎉 Helios V2 Core Logic Initialized. The Agent is online and ready.
2025-10-25 22:28:36 | helios | INFO | startup_event:314 | 🌟 Helios V2 API server started successfully
2025-10-25 22:28:36 | helios | INFO | startup_event:315 | 📊 72 materials loaded and ready
2025-10-25 22:28:36 | helios | INFO | startup_event:316 | 🔧 Environment: development
2025-10-25 22:28:37 | helios | INFO | <module>:41 | 🚀 Starting Helios V2 initialization...
2025-10-25 22:28:37 | helios | INFO | <module>:42 | Environment: development
2025-10-25 22:28:37 | helios | INFO | <module>:49 | ✅ OpenAI API key loaded from environment
2025-10-25 22:28:37 | helios | INFO | <module>:53 | ✅ LangSmith tracing enabled
2025-10-25 22:28:37 | helios | INFO | <module>:62 | ✅ Loaded unified materials database: 72 materials
2025-10-25 22:28:37 | helios | INFO | <module>:72 | Loading embedding model...
2025-10-25 22:28:41 | helios | INFO | <module>:74 | ✅ Embedding model loaded
2025-10-25 22:28:41 | helios | INFO | <module>:76 | Loading vector store from db/...
2025-10-25 22:28:41 | helios | INFO | <module>:78 | ✅ Vector store loaded
2025-10-25 22:28:41 | helios | INFO | <module>:80 | Initializing LLM...
2025-10-25 22:28:41 | helios | INFO | <module>:82 | ✅ LLM initialized
2025-10-25 22:28:41 | helios | INFO | <module>:90 | Setting up self-query retriever...
2025-10-25 22:28:41 | helios | INFO | <module>:113 | ✅ Self-query retriever configured
2025-10-25 22:28:41 | helios | INFO | <module>:121 | Building RAG chain...
2025-10-25 22:28:41 | helios | INFO | <module>:139 | ✅ RAG chain built successfully
2025-10-25 22:28:41 | helios | INFO | <module>:145 | 🎉 Helios V2 Core Logic Initialized. The Agent is online and ready.
2025-10-25 22:28:41 | helios | INFO | startup_event:314 | 🌟 Helios V2 API server started successfully
2025-10-25 22:28:41 | helios | INFO | startup_event:315 | 📊 72 materials loaded and ready
2025-10-25 22:28:41 | helios | INFO | startup_event:316 | 🔧 Environment: development
2025-10-25 22:28:42 | helios | INFO | <module>:41 | 🚀 Starting Helios V2 initialization...
2025-10-25 22:28:42 | helios | INFO | <module>:42 | Environment: development
2025-10-25 22:28:42 | helios | INFO | <module>:49 | ✅ OpenAI API key loaded from environment
2025-10-25 22:28:42 | helios | INFO | <module>:53 | ✅ LangSmith tracing enabled
2025-10-25 22:28:42 | helios | INFO | <module>:62 | ✅ Loaded unified materials database: 72 materials
2025-10-25 22:28:42 | helios | INFO | <module>:72 | Loading embedding model...
2025-10-25 22:28:46 | helios | INFO | <module>:74 | ✅ Embedding model loaded
2025-10-25 22:28:46 | helios | INFO | <module>:76 | Loading vector store from db/...
2025-10-25 22:28:46 | helios | INFO | <module>:78 | ✅ Vector store loaded
2025-10-25 22:28:46 | helios | INFO | <module>:80 | Initializing LLM...
2025-10-25 22:28:46 | helios | INFO | <module>:82 | ✅ LLM initialized
2025-10-25 22:28:46 | helios | INFO | <module>:90 | Setting up self-query retriever...
2025-10-25 22:28:47 | helios | INFO | <module>:113 | ✅ Self-query retriever configured
2025-10-25 22:28:47 | helios | INFO | <module>:121 | Building RAG chain...
2025-10-25 22:28:47 | helios | INFO | <module>:139 | ✅ RAG chain built successfully
2025-10-25 22:28:47 | helios | INFO | <module>:145 | 🎉 Helios V2 Core Logic Initialized. The Agent is online and ready.
2025-10-25 22:28:47 | helios | INFO | startup_event:314 | 🌟 Helios V2 API server started successfully
2025-10-25 22:28:47 | helios | INFO | startup_event:315 | 📊 72 materials loaded and ready
2025-10-25 22:28:47 | helios | INFO | startup_event:316 | 🔧 Environment: development
2025-10-25 22:28:54 | helios | INFO | shutdown_event:321 | 🛑 Helios V2 API server shutting down
2025-10-25 22:28:55 | helios | INFO | <module>:41 | 🚀 Starting Helios V2 initialization...
2025-10-25 22:28:55 | helios | INFO | <module>:42 | Environment: development
2025-10-25 22:28:55 | helios | INFO | <module>:49 | ✅ OpenAI API key loaded from environment
2025-10-25 22:28:55 | helios | INFO | <module>:53 | ✅ LangSmith tracing enabled
2025-10-25 22:28:55 | helios | INFO | <module>:62 | ✅ Loaded unified materials database: 72 materials
2025-10-25 22:28:55 | helios | INFO | <module>:72 | Loading embedding model...
2025-10-25 22:28:59 | helios | INFO | <module>:74 | ✅ Embedding model loaded
2025-10-25 22:28:59 | helios | INFO | <module>:76 | Loading vector store from db/...
2025-10-25 22:28:59 | helios | INFO | <module>:78 | ✅ Vector store loaded
2025-10-25 22:28:59 | helios | INFO | <module>:80 | Initializing LLM...
2025-10-25 22:29:00 | helios | INFO | <module>:82 | ✅ LLM initialized
2025-10-25 22:29:00 | helios | INFO | <module>:90 | Setting up self-query retriever...
2025-10-25 22:29:00 | helios | INFO | <module>:113 | ✅ Self-query retriever configured
2025-10-25 22:29:00 | helios | INFO | <module>:121 | Building RAG chain...
2025-10-25 22:29:00 | helios | INFO | <module>:139 | ✅ RAG chain built successfully
2025-10-25 22:29:00 | helios | INFO | <module>:145 | 🎉 Helios V2 Core Logic Initialized. The Agent is online and ready.
2025-10-25 22:29:00 | helios | INFO | startup_event:314 | 🌟 Helios V2 API server started successfully
2025-10-25 22:29:00 | helios | INFO | startup_event:315 | 📊 72 materials loaded and ready
2025-10-25 22:29:00 | helios | INFO | startup_event:316 | 🔧 Environment: development
2025-10-25 22:29:01 | helios | INFO | <module>:41 | 🚀 Starting Helios V2 initialization...
2025-10-25 22:29:01 | helios | INFO | <module>:42 | Environment: development
2025-10-25 22:29:01 | helios | INFO | <module>:49 | ✅ OpenAI API key loaded from environment
2025-10-25 22:29:01 | helios | INFO | <module>:53 | ✅ LangSmith tracing enabled
2025-10-25 22:29:01 | helios | INFO | <module>:62 | ✅ Loaded unified materials database: 72 materials
2025-10-25 22:29:01 | helios | INFO | <module>:72 | Loading embedding model...
2025-10-25 22:29:04 | helios | INFO | <module>:74 | ✅ Embedding model loaded
2025-10-25 22:29:04 | helios | INFO | <module>:76 | Loading vector store from db/...
